0.62831853072	3.26493445735e-13
1.25663706144	1.30033726197e-12
1.88495559216	2.90848060201e-12
2.51327412288	5.13956933055e-12
3.1415926536	7.98674797816e-12
3.76991118432	1.14487503945e-11
4.39822971504	1.55315819108e-11
5.02654824576	2.0242626392e-11
5.65486677648	2.55625862421e-11
6.2831853072	3.14479214497e-11
6.91150383792	3.78758380911e-11
7.53982236864	4.48441781209e-11
8.16814089936	5.23566347645e-11
8.79645943008	6.04169900348e-11
9.4247779608	6.90281560977e-11
10.0530964915	7.81924433774e-11
10.6814150222	8.79103271833e-11
11.309733553	9.8182572263e-11
11.9380520837	1.09020256242e-10
12.5663706144	1.20438040896e-10
