0.62831853072	7.73244400209e-06
1.25663706144	7.73102381928e-06
1.88495559216	7.72986825019e-06
2.51327412288	7.72888466025e-06
3.1415926536	7.72802913475e-06
3.76991118432	7.72727260367e-06
4.39822971504	7.72659443624e-06
5.02654824576	7.72598302055e-06
5.65486677648	7.7254267867e-06
6.2831853072	7.72491904756e-06
6.91150383792	7.72445237644e-06
7.53982236864	7.72402359683e-06
8.16814089936	7.72362692309e-06
8.79645943008	7.72325970795e-06
9.4247779608	7.72291790785e-06
10.0530964915	7.72260017956e-06
10.6814150222	7.72230327232e-06
11.309733553	7.72202584215e-06
11.9380520837	7.72176646662e-06
12.5663706144	7.72152247885e-06
