0	0	0	0	0	0	0	0	0	0
0	-1.96935160236624829e-20	-9.3691486883069216e-05	0	0	1.61457485609845776e-12	-1.38281927770764294e-06	0	0	0.62831853071999999
0	-6.27902921290882403e-14	-0.00019056810333693914	0	0	3.22820306274875929e-12	-2.81264913953142088e-06	0	0	1.25663706143999998
0	-2.13718868635265824e-13	-0.000292873879535967738	0	0	4.84049445754859082e-12	-4.32261018744774979e-06	0	0	1.88495559215999986
0	-4.79732901759741606e-13	-0.000398849646165127104	0	0	6.4510365492549752e-12	-5.88673849083970566e-06	0	0	2.51327412287999996
0	-8.91226705777078011e-13	-0.000491120544845055846	0	0	8.05936617201032615e-12	-7.24859291183561553e-06	0	0	3.14159265360000006
0	-1.48344132659163075e-12	-0.00049592970828937614	0	0	9.66494819325522311e-12	-7.31957078154278207e-06	0	0	3.76991118432000016
0	-2.29720569281353926e-12	-0.000232907597026558099	0	0	1.12671642269713756e-11	-3.43753411171224828e-06	0	0	4.39822971504000026
0	-3.37958005967842721e-12	0.000255011106193875174	0	0	1.28653029695650908e-11	3.76383503600732716e-06	0	0	5.02654824575999992
0	-4.78516778864402454e-12	0.000500497631168936264	0	0	1.4458540776958424e-11	7.38706783449421997e-06	0	0	5.65486677647999958
0	-6.5740205807014989e-12	0.000487696186955511647	0	0	1.60459725764874885e-11	7.19813713795098008e-06	0	0	6.28318530719999924
1	-6.5740205807014989e-12	0.000487696186955511647	0	0	1.60459725764874885e-11	7.19813713795098008e-06	0	0	6.28318530719999924
1	-8.81051561223112571e-12	0.000393713320702730881	0	0	1.76266284595499733e-11	5.81101955230263865e-06	0	0	6.91150383791999889
1	-1.15656875895008004e-11	0.00028770004980840626	0	0	1.91994392881764274e-11	4.24633984834192944e-06	0	0	7.53982236863999855
1	-1.49210901491029059e-11	0.000185647584867218885	0	0	2.07631797283587869e-11	2.74011826348713087e-06	0	0	8.1681408993599991
1	-1.89609083405125559e-11	8.89576062437734123e-05	0	0	2.23165846882153288e-11	1.31304277366236453e-06	0	0	8.79645943007999875
1	-2.37733845891136388e-11	-4.70588060408786915e-06	0	0	2.38583282850508592e-11	-6.93644372582860563e-08	0	0	9.42477796079999841
1	-2.94500073639962241e-11	-9.85509485047049915e-05	0	0	2.53870358324081646e-11	-1.45445259131487082e-06	0	0	10.0530964915199981
1	-3.60806464712288373e-11	-0.00019575582000465005	0	0	2.69013556509918844e-11	-2.88913044215979414e-06	0	0	10.6814150222399977
1	-4.37486805967792674e-11	-0.00029848477671602354	0	0	2.84000309842538919e-11	-4.40534176954609928e-06	0	0	11.3097335529599974
1	-5.2536649310037974e-11	-0.000404608359093431517	0	0	2.98818165941559428e-11	-5.97165771592037834e-06	0	0	11.938052083679997
1	-6.25123898636116906e-11	-0.000495252241995449891	0	0	3.13456833786805148e-11	-7.30950626156051284e-06	0	0	12.5663706143999967
2	-6.25123898636116906e-11	-0.000495252241995449891	0	0	3.13456833786805148e-11	-7.30950626156051284e-06	0	0	12.5663706143999967
