0.62831853072	1.34782145352e-17
1.25663706144	7.2126215011e-17
1.88495559216	1.8295494646e-16
2.51327412288	3.37016874334e-16
3.1415926536	5.31096641236e-16
3.76991118432	7.63536204903e-16
4.39822971504	1.03351249458e-15
5.02654824576	1.34051036469e-15
5.65486677648	1.68295417634e-15
6.2831853072	2.05823286191e-15
6.91150383792	2.46476730334e-15
7.53982236864	2.90195966234e-15
8.16814089936	3.36954793269e-15
8.79645943008	3.86729979117e-15
9.4247779608	4.39499180889e-15
10.0530964915	4.95238146189e-15
10.6814150222	5.5391847562e-15
11.309733553	6.15514090239e-15
11.9380520837	6.8004821617e-15
12.5663706144	7.47564926446e-15
