# Time log for course output.
# Syntax: coarse output step <tab> fine output step <tab> physical time (cgs)
0	0	0.0000000000000000e+00
1	40	1.4967048995710272e+08
2	80	2.9934097991420555e+08
3	120	4.4901146987130797e+08
4	160	5.9868195982841039e+08
5	200	7.4835244978551304e+08
